City,cityID,clusterID,Country,modeCar,modePT,modeBike,modeWalk,gasPrice,rdDeath,subLen,subLenD,subStPHK,subRidPC,subAge,BRTLen,BRTLenD,BRTStPHK,BRTFlPHK,BRTRidPC,BRTAge,bsSt,bsStPHK,bsBikes,bsBikPHK,bsAge,congest,AMPeak,PMPeak,TI,TTI,inefInd,pop,land,popDen,poCh9000,poCh0010,poCh1020,poCh2025,ur15,urCh1525,GDPPCP,unemploy,costLiv,rent,grocery,restaPri,locPurPo,gini,poverty,lifeExp,safety,internet,digital,innovat,smartphon,CO2EmsPC,polluI,stLenT,stLenD,stLenAvg,intersT,intersD,k_avg,stPerNode,circuity,loopP,highwayP
Kano,188,3,Nigeria,7.8,72.3,,,0.48,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3680000,251,14600,507050,668365,1477161,975989,47.8,7.5,2455.9,,,,,,,0.54,34.1,54.5,,52,0.15,,28,0.553477351,,3034726.116,2448929574,151.5317379,12136,806.9688929,5.765824666,2.982243685,1.043497833,0.000309246,0
Pyongyang,189,1,North Korea,,,,,0.87,,22,0.125,0.594405594,12.58741259,44,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2860000,176,16200,251196,57049,215070,181719,60.9,2.3,695.9,,,,,,,,,70.6,,,,,,2.012042639,,3661824.239,876094841.4,352.5731022,5895,239.2509263,4.954618128,2.561308572,1.119509668,0.000992901,0.008756576
Oslo,190,11,Norway,51,29,6,12,2.04,1.1,86,0.296551724,9.797979798,88.88888889,51,0,0,0,0,0,0,106,10.70707071,,,15,30,57,69,142.98,38.33,188.67,990000,290,3200,89784,124105,175575,86534,80.5,2.4,104398,2.8,109.84,47.25,96.6,130.86,106.43,,,80.6,50.89,95,0.79,47,,14.6,24.21,2906900.081,3104558820,148.3642158,11457,1067.9964,4.655896607,2.628567582,1.122771357,0.007835994,0.005570967
Karachi,191,4,Pakistan,48,52,,,0.76,14.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,172.66,41.73,162.16,22825000,945,24100,2884035,3468603,4229141,2461452,38.8,5,6000,17.56,28.57,6.6,26.66,21.02,44.8,0.34,50.5,66.4,33.92,14.8,0.24,34,11,0.846439474,93.28,9612540.834,707510490.9,133.5260569,43074,73.60285934,5.588909334,3.010120442,1.039720045,0.000254411,0.013798921
Lahore,192,4,Pakistan,24,16,,,0.76,14.2,0,0,0,0,0,27,0.034177215,0.260743602,0.618058909,5.214872042,5,0,0,0,0,0,,,,189.17,44.22,182.03,10355000,790,13100,1484548,1897202,2417207,1421153,38.8,5,1178.8,,32.08,6.13,27.52,28.18,47.22,0.34,,66.4,47.39,14.8,0.24,31,11,0.846439474,74.53,6355000.095,5878000034,119.6347909,31814,924.9409829,5.402099423,2.891874252,1.037109363,0.000302045,0.003631223
Panama City,193,1,Panama,,,,,0.82,10,13.7,0.062272727,0.784313725,28.23529412,3,,,,,,7,0,0,0,0,0,,,,145.97,32.4,163.55,1530000,220,6900,225474,316791,404313,197768,66.6,3.1,10982,,60.72,37.48,58.72,56.52,39.77,0.46,13.8,77.8,54.41,52.7,0.47,34,,2.723017655,63.22,1330470.3,3064843003,176.3146435,4246,2303.578669,5.607176942,2.877075778,1.05980678,0.004765795,0
Asuncion,194,2,Paraguay,,,,,1.06,20.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2895000,648,4500,416192,565756,704019,362668,59.7,2.9,3925.6,,34.08,9.81,27.51,27.37,42.42,0.5,16.2,74,,36.9,0.39,25,,0.769054525,,6024194.096,5269652274,110.9939032,30998,874.7480892,5.788379485,3.11583288,1.022520518,0.0000989,0.001011949
Lima,195,7,Peru,12,62,,,1.1,13.9,34.6,0.037649619,0.237442922,8.310502283,6,26,0.028291621,0.328767123,4.447488584,9.589041096,46,0,0,0,0,0,,,,152.68,38.64,106,10950000,919,11900,1457012,1656932,1744542,808344,78.6,2.8,15530,7.4,40.69,18.65,35.83,29.07,47.27,0.4,15.3,76.5,27.96,41.7,0.44,37,25,1.869883854,88.57,994874.6833,19382194573,84.31855948,7031,19482.04623,4.712844287,3.26043087,1.021830865,0.002661729,0.015038895
Arequipa,196,1,Peru,,,,,1.14,13.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,860000,194,4400,114308,112492,169761,96979,78.6,2.8,6089.4,,,,,,,0.41,15.3,75.5,,41.7,0.44,,25,1.869883854,,592954.0414,16420684414,80.53158242,4392,27693.01374,5.150446151,3.082797261,1.050339025,0.005318292,0
Manila,197,4,Philippines,18,30.9,,30.3,0.98,10.5,50.3,0.030821078,0.191888356,17.54906236,33,0,0,0,0,0,0,0,0,0,0,0,,,,292.66,58.85,289.71,22930000,1632,14100,1985464,1695547,2774275,1849654,44.4,0.5,14222,12.5,40.94,16.38,37.12,25.14,44.52,0.4,13,68.5,39.28,43,0.43,37,22,1.006838603,92.91,1051794.584,12687408907,89.72059918,6804,12062.63,5.600757371,3.202461455,1.022341109,0,0
Davao,198,2,Philippines,,,,,0.98,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,125.45,32.12,129.1,2245000,130,17300,298006,370204,477271,300471,44.4,0.5,2753.3,,31.54,6.01,29.5,14.56,41.51,0.44,13,68.5,71.66,43,0.43,,22,1.006838603,60.57,4215901.82,960158895.9,138.027168,18211,227.7469772,5.403072752,2.756574785,1.105443652,0.002391904,0
Cebu,199,2,Philippines,,,,,0.98,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,141.44,32.5,171.92,2580000,207,12500,108609,118013,239335,169316,44.4,0.5,2753.3,,39.75,12.22,38.33,24.9,27,0.38,13,68.5,50.48,43,0.43,,22,1.006838603,76.17,4891006.519,121809687.1,224.1730002,12133,24.90483025,4.766476535,2.456316711,1.176791429,0.003388626,0
Warsaw,200,12,Poland,24,54,1,21,1.41,9.2,29,0.053308824,1.189427313,65.0660793,22,0,0,0,0,0,0,15,0.660792952,140,6.167400881,6,37,65,72,137.25,37.31,115.55,2270000,544,4200,37880,51341,74377,57973,60.5,0.9,28910,8,42.28,20.21,32.25,36.47,78.53,0.31,,77.55,73.8,65,0.59,43,41,8.3,46.25,5142755.613,5971617836,145.9765999,20505,1161.170836,4.827435186,2.760372268,1.041783146,0.001620063,0
Krakow,201,1,Poland,27,46,1,25,1.41,6,0,0,0,0,0,0,0,0,0,0,0,34,4.473684211,230,30.26315789,10,38,57,70,100.57,31.64,82.57,760000,220,3500,20809,712,16318,30691,60.5,0.9,16843,10.9,39.58,15.96,30.8,32.66,76.46,0.33,,77.5,68.61,65,0.59,38,41,8,67.78,2526308.757,4715254848,164.6018216,8958,1866.460239,4.555022312,2.596446914,1.070976574,0.001330869,0.012524013
Lisbon,202,12,Portugal,47,35,2,16,1.83,3.1,43.2,0.045093946,2.048417132,52.47672253,58,5,0.005219207,0.446927374,,3.016759777,,0,0,0,0,0,36,61,72,133.86,34.96,117.81,2685000,958,2800,135185,152322,270645,125978,63.5,5,29932,18.2,51.59,22.13,40.55,44.9,66.67,,,79,67.26,62.1,0.65,44,,5.1,34.1,6137633.086,6198338245,97.31924914,38289,1009.890647,4.69571633,2.814612771,1.082728389,0.00556111,0.024970019
Porto,203,1,Portugal,52,26,0,22,1.78,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,48,55,127.61,31.26,155.31,1480000,777,1900,90117,101161,155824,72592,63.5,5,20813,17.1,49.58,16.32,38.42,40.83,68.88,,,81.1,55.57,62.1,0.65,41,,4.6,40.52,5877816.998,6150310537,113.193849,31386,1046.35965,4.776465604,2.744929301,1.081806555,0.004778588,0.037546386
San Juan,204,1,Puerto Rico,,,,,0.75,10.7,17.2,0.007658059,0.74941452,4.730679157,13,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2135000,2246,1000,181504,-30095,39623,59514,93.6,-0.1,27270.7,,69.12,26.23,63.01,66.62,91.74,,,79.25,29.61,73.9,,,,10.55,,2615306.476,9499043287,118.4844143,12466,3632.095654,4.793943695,2.615389165,1.079912783,0.001825898,0
Bucharest,205,12,Romania,23,53,1,22,1.41,5.5,69.3,0.168203883,2.411347518,82.03309693,38,0,0,0,0,0,0,6,0.283687943,400,18.91252955,10,50,90,98,146.28,38.79,124.35,2115000,412,5100,-90192,-14707,55923,56100,54.6,2.4,23464,,39.65,12.71,31.38,35.87,54.99,0.26,,75,70.64,49.8,0.48,40,,3.539707601,71.09,4322932.352,4768763655,119.5038523,21501,1103.131686,4.998687664,2.793693068,1.042205138,0.001343567,0.000524322
Moscow,206,12,Russia,26,49,,24,0.73,7,338.8,0.063804143,1.225105613,147.917924,82,0,0,0,0,0,0,150,0.905250453,2750,16.5962583,2,44,71,94,230.07,53.55,224.45,16570000,5310,3100,1017892,1467114,1006370,98090,74,1.3,45803,0.98,41.76,27.44,31.16,49.63,58.12,0.45,10.5,68.5,54.27,61.4,0.5,47,45,12.46681628,63.21,8786846.515,3975748191,223.4644723,23763,452.4658743,4.462705714,2.887878899,1.070377639,0.001938303,0.002760065
St. Petersburg,207,12,Russia,,,,,0.72,18.9,113.2,0.084038604,1.303501946,148.463035,62,0,0,0,0,0,0,96,1.86770428,800,15.56420233,4,41,65,90,221.35,51.3,218.21,5140000,1347,3800,-269342,122570,223632,77263,74,1.3,23361,,38.31,17.54,30.4,40.35,52.68,0.44,,71,57.2,61.4,0.5,44,45,12.46681628,63.24,4177220.494,3693239107,188.7838611,13125,884.1379364,4.378518721,3.03095108,1.047677891,0.000374508,0.032560475
Novosibirsk,208,2,Russia,,,,,0.7,18.9,15.9,0.025562701,0.872483221,58.8590604,31,0,0,0,0,0,0,0,0,0,0,0,35,53,70,,,,1490000,622,2400,-3617,45525,76143,41161,74,1.3,11279.6,,31.14,10.33,27.1,27.97,51.73,0.44,,70.5,50.42,61.4,0.5,34,45,12.46681628,,2425929.401,2491793762,210.1281421,6582,1027.150156,5.240351088,2.782373452,1.058749945,0.000458884,0
Yekaterinburg,209,2,Russia,,,,,0.73,18.9,12.7,0.024517375,0.659340659,38.02197802,26,0,0,0,0,0,0,0,0,0,0,0,34,56,68,138.89,35,107.01,1365000,518,2600,-46300,44710,81031,39391,74,1.3,11279.6,,34.52,11.23,27.91,36.49,48.54,0.44,,70.5,48.8,61.4,0.5,35,45,12.46681628,,1975651.316,2480086285,230.8003874,4896,1255.325909,4.994186047,2.772609819,1.05730641,0.001034795,0
Nizhny Novgorod,210,1,Russia,,,,,0.71,18.9,18.8,0.03022508,1.176470588,31.2605042,32,0,0,0,0,0,0,0,0,0,0,0,32,51,59,,,,1190000,622,1900,-89395,-77989,-6516,33859,74,1.3,11279.6,,,,,,,0.44,,70.5,,61.4,0.5,34,45,12.46681628,,1714075.845,3019771019,195.2695198,5120,1761.748774,5.185255498,2.786584401,1.060535765,0.000854284,0.000755839
Samara,211,1,Russia,,,,,0.71,18.9,12.7,0.051626016,0.873362445,13.62445415,30,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1145000,246,4700,-70052,-8804,38721,34297,74,1.3,11279.6,,,,,,,0.44,,70.5,,61.4,0.5,32,45,12.46681628,,2637257.766,1200932594,210.8288245,7246,455.371716,5.193476318,2.803172475,1.060738573,0.000602254,0.0000421
Kazan,212,2,Russia,33,67,,,0.73,18.9,15.8,0.035909091,0.873362445,25.50218341,12,0,0,0,0,0,0,7,0.611353712,100,8.733624454,2,,,,,,,1145000,440,2600,3415,46391,62357,34990,74,1.3,11279.6,,31.93,11.08,26.25,34.52,47.1,0.44,,70.5,,61.4,0.5,36,45,12.46681628,,2492356.053,1901279464,218.7236554,6493,762.844242,5.02513899,2.755015712,1.055898673,0.001779787,0
Kigali,213,3,Rwanda,10,75,,5,1.23,32.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1160000,114,10200,278326,463335,537798,335948,28.8,9.1,738.6,,40.07,13.39,31.41,29.06,28.03,0.47,22.1,66.1,,24.8,0.15,,,0.072160963,,2128412.318,1907368275,239.7400674,5358,896.1460419,5.535878346,2.816093775,1.126790759,0.000457823,0
Riyadh,214,10,Saudi Arabia,92,2,,,0.54,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,28,41,181.98,40.88,189.43,5845000,1658,3500,1242201,1659632,2067065,796186,83.1,1.9,21395.4,,47.54,16.16,38.93,33.23,173.64,,,74.5,79.29,65.9,0.44,34,,17.92748481,69.68,13709766.13,11897085078,112.1792782,77698,867.7817672,5.261972958,3.054771047,1.029090597,0.003679582,0
Mecca,215,2,Saudi Arabia,,,,,0.54,27.4,18.1,0.046529563,0.534124629,2.37388724,7,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1685000,389,4300,311323,375347,512478,250010,83.1,1.9,21395.4,,,,,,,,,74.5,,65.9,0.44,,,17.92748481,,4550198.772,3856454476,147.65223,19214,847.5353866,4.98408077,2.895374501,1.062216502,0.000961031,0
Medina,216,2,Saudi Arabia,,,,,0.54,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1260000,350,3600,265660,311462,384509,186731,83.1,1.9,21395.4,,,,,,,,,74.5,,65.9,0.44,,,17.92748481,,4315613.541,3740257958,119.2059647,22865,866.6804667,5.098924731,2.994210091,1.043383682,0.000535315,0
Jeddah,217,2,Saudi Arabia,,,,,0.54,27.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,29,46,203.79,44.2,266.9,3775000,842,4500,766175,943938,1237841,531384,83.1,1.9,21395.4,,48.94,14.84,38.85,32.56,117.52,,,74.5,69.13,65.9,0.44,35,,17.92748481,78.92,,,,,,,,,,
Dakar,218,3,Senegal,11,76,,,1.31,27.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3200000,194,16500,623821,897404,1301222,836381,43.7,4.1,1092.3,,,,,,,0.37,33.1,66.7,,50.7,0.14,24,19,0.592298342,,3381262.869,2758881704,60.10065533,34054,815.9323338,5.852764647,2.990306475,1.023374362,0.000254107,0.007272022
Belgrade,219,1,Serbia,26,49,1,24,1.52,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,107.55,30.05,89.02,1085000,246,4400,-7921,11621,51585,57842,55.6,1.8,18204,,37.29,10.22,26.59,33.94,42.58,0.28,,75.6,62.99,57,0.45,38,,6.263063271,58.07,9711712.985,1486932811,198.4777132,27572,153.1071617,4.67953668,2.503387967,1.078324121,0.000972614,0.015120498
Freetown,220,3,Sierra Leone,,,,,0.78,27.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,1070000,91,11800,158856,221662,384616,245213,39.9,4.3,455.6,,,,,,,0.32,31.2,50.1,,5.2,0.1,,,0.192879462,,1093684.836,873003976.8,109.8628665,5498,798.2226211,4.745955292,2.45757688,1.06784323,0.001040908,0
Singapore,221,11,Singapore,29,48,1,22,1.61,3.6,170.7,0.32953668,2.113537118,176.069869,30,0,0,0,0,0,0, ,,14000,244.5414847,1,34,53,60,165.64,44.26,179.52,5725000,518,11100,902676,1167118,510336,204268,100,0,52600.6,2.2,84.93,75.92,73.49,60.48,96.54,,4,81.7,83.37,82,0.75,54,,9.36384739,35.97,7269187.644,1529996021,140.5869269,30815,210.4768917,4.362752263,2.906627691,1.090079016,0.00376245,0.036494716
Bratislava,222,1,Slovakia,15,82.5,0,2.5,1.72,4.8,0,0,0,0,0,0,0,0,0,0,0,35,5.306423198,100,15.16120914,2,25,54,53,104.94,33.22,140.92,659578,368,1792,-13525,3388,2318,-1679,53.6,0,47022,,48.93,20.66,42.59,37.95,74.4,,,76.7,69.28,79,0.59,38,,10,41.86,1765452.055,2439974094,145.0659042,7115,1382.067606,4.514455315,2.675607343,1.068175694,0.003798578,0.034249681
Mogadishu,223,3,Somalia,,,,,1.57,25.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,2265000,91,25000,165617,224795,1266894,616591,39.6,5,450,,,,,,,,,55,,6.1,,,,0.060710992,,1789385.545,1414062308,81.77431427,11827,790.2502131,6.650233484,3.350302381,1.0264304,0.000230224,0
Johannesburg,224,1,South Africa,37,32,0.2,30.9,1.21,15,0,0,0,0,0,44,0.016988417,0.150202195,3.200462161,1.455805893,9,0,0,0,0,0,30,62,60,224.56,45.65,235.9,8655000,2590,3300,833742,1031069,657545,311826,64.8,4.6,16370,37,43.27,18.72,35.89,39.65,117.45,0.75,39.2,55.5,18.38,52.6,0.45,36,37,8.859169093,73.1,9666874.868,8521507629,161.0340641,35002,881.5162858,5.479959298,2.976621249,1.076954028,0.005796996,0.020939199
Cape Town,225,8,South Africa,47.7,35,1,12.2,1.16,25.1,0,0,0,0,0,17,0.020833333,0.905562743,8.020698577,1.91461837,7,0,0,0,0,0,35,75,67,194.19,40.78,203.79,3865000,816,4700,560163,776599,604124,292182,64.8,4.6,14086,,41.44,23.4,34.34,39.66,99.44,0.67,39.2,62.9,28.11,52.6,0.45,42,37,8.859169093,40.86,4570701.927,4359078729,118.7503748,22576,953.700066,5.30910994,2.871518822,1.089968032,0.005576522,0.014237787
Durban,226,2,South Africa,,,,,1.19,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,44,43,146.24,34.43,153.56,3450000,1062,3200,646652,583976,517300,253605,64.8,4.6,8221,,38.76,13.97,31.09,37,108.46,0.72,39.2,62.9,21.86,52.6,0.45,32,37,8.859169093,59.83,5657313.906,5160662266,139.4526204,23563,912.2106978,5.021205357,2.661896008,1.09412017,0.003007204,0.022636532
